ANCG,SAR,JUR,CAB,MUN,VIN,OTR,sample,seascape
0,0,0,0,0,0,0,2650,21
0,0,0,0,0,0,0,2651,21
0,0,0,0,0,0,0,2652,21
0,0,0,0,0,0,0,2653,21
0,0,0,0,0,0,0,2710,7
0,0,0,0,0,0,0,2711,7
0,0,0,0,0,0,0,2712,7
0,0,0,0,0,0,0,2713,21
0,0,0,0,0,0,0,2714,7
0,0,0,0,0,0,0,2715,7
0,0,0,0,0,0,0,2716,7
0,0,0,0,0,0,0,2717,7
0,0,0,0,0,0,0,2718,7
0,0,0,0,0,0,0,2719,7
0,0,0,0,0,0,0,2720,7
0,0,0,0,0,0,0,2721,7
0,0,0,0,0,0,0,2722,7
0,0,0,0,0,0,0,2723,7
0,0,0,0,0,0,0,2724,7
0,0,0,0,0,0,0,2725,7
0,0,0,0,0,0,0,2726,7
0,0,0,0,0,0,0,2727,7
0,0,0,0,0,0,0,2728,7
0,0,0,0,0,0,0,2729,7
0,0,0,0,0,0,0,2730,7
0,0,0,0,0,0,0,2731,7
0,0,0,0,0,0,0,2732,7
0,0,0,0,0,0,0,2733,7
0,0,0,0,0,0,0,2734,7
0,0,0,0,0,0,0,2735,7
0,0,0,0,0,0,0,2736,7
0,0,0,0,0,0,0,2737,7
0,0,0,0,0,0,0,2738,7
0,0,0,0,0,0,0,2739,7
0,0,0,0,0,0,0,2740,7
0,0,0,0,0,0,0,2741,7
0,0,0,0,0,0,0,2836,21
0,0,0,0,0,0,0,2837,21
0,0,0,0,0,0,0,2838,21
0,0,0,0,0,0,0,2839,21
0,0,0,0,0,0,0,2840,21
0,0,0,0,0,0,0,2841,21
0,0,0,0,0,0,0,2842,21
0,0,0,0,0,0,0,2843,21
0,0,0,0,0,0,0,2844,21
0,0,0,0,0,0,0,2845,21
0,0,0,0,0,0,0,2846,21
0,0,0,0,0,0,0,2847,21
0,0,0,0,0,0,0,2848,21
0,0,0,0,0,0,0,2849,21
0,0,0,0,0,0,0,2850,21
0,0,0,0,0,0,0,2891,21
0,0,0,0,0,0,0,2892,21
0,0,0,0,0,0,0,2893,21
0,0,0,0,0,0,0,2894,21
28.504276,0,0,0,0,0,0,2955,7
0,0,0,0,0,0,0,2956,7
0,0,0,0,0,0,0,2957,7
0,0,0,0,0,0,0,2958,7
0,0,0,0,0,0,0,2959,7
0,0,0,0,0,0,0,2960,7
0,0,0,0,0,0,0,2961,7
0,0,0,0,0,0,0,2962,7
0,0,0,0,0,0,0,2963,7
0,0,0,0,0,0,0,2964,7
0,0,0,0,0,0,0,2965,7
392.157145,0,0,0,0,0,0,2966,7
0,0,0,0,0,0,0,2967,7
47.650103,0,0,0,0,0,0,2968,7
839.04181,0,0,0,0,0,0,2969,7
506.241665,0,0,0,0,0,0,2970,21
228.150365,0,0,0,0,0,0,2971,21
0,0,0,0,0,0,0,2972,21
0,0,0,0,0,0,0,2973,21
0,0,0,0,0,0,0,2974,21
0,0,0,0,0,0,0,2975,21
0,0,0,0,0,0,0,2976,21
0,0,0,0,0,0,0,3004,21
0,0,0,0,0,0,0,3005,21
0,0,0,0,0,0,0,3006,21
0,0,0,0,0,0,0,3051,14
0,0,0,0,0,0,0,3052,14
0,0,0,0,0,0,0,3053,7
0,0,0,0,0,0,0,3054,7
0,0,0,0,0,0,0,3055,7
0,0,0,0,0,0,0,3056,7
0,0,0,0,0,0,0,3057,7
0,0,0,0,0,0,0,3058,7
0,0,0,0,0,0,0,3059,7
0,0,0,0,0,0,0,3060,7
0,0,0,0,0,0,0,3061,7
0,0,0,0,0,0,0,3062,7
0,0,0,0,0,0,0,3063,7
0,0,0,0,0,0,0,3064,7
0,0,0,0,0,0,0,3065,7
0,0,0,0,0,0,0,3066,7
0,0,0,0,0,0,0,3067,7
0,0,0,0,0,0,0,3068,7
0,0,0,0,0,0,0,3069,7
0,0,0,0,0,0,0,3070,7
0,0,0,0,0,0,0,3071,7
0,0,0,0,0,0,0,3072,7
0,0,0,0,0,0,0,3073,7
0,0,0,0,0,0,0,3074,7
3.933504,0,0,0,0,0,0,3075,21
0,0,0,0,0,0,0,3197,21
0,0,0,0,0,0,0,3198,21
0,0,0,0,0,0,0,3199,21
0,0,0,0,0,0,0,3200,21
0,0,0,0,0,0,0,3201,21
0,0,0,0,0,0,0,3202,21
0,0,0,0,0,0,0,3203,21
0,0,0,0,0,0,0,3204,21
0,0,0,0,0,0,0,3205,21
0,0,0,0,0,0,0,3206,21
0,0,0,0,0,0,0,3207,21
0,0,0,0,0,0,0,3208,21
0,0,0,0,0,0,0,3209,21
0,0,0,0,0,0,0,3210,21
0,0,0,0,0,0,0,3211,21
0,0,0,0,0,0,0,3212,21
0,0,0,0,0,0,0,3213,21
0,0,0,0,0,0,0,3214,21
0,0,0,0,0,0,0,3215,21
0,0,0,0,0,0,0,3216,21
